แหล่งนำเข้าสำคัญของไทย  ปี 2559 - 2562(มกราคม - เมษายน),,,,,,,,,,,,,
มูลค่า : ล้านบาท,,,,,,,,,,,,,
 รายการ ,2559,,2560,,2561,,2561,,2562,,2560,2561,2562
,,,,,,,(ม.ค. - เม.ย.),,(ม.ค. - เม.ย.),,,,
,,,,,,,,,,,,(ม.ค. - เม.ย.),(ม.ค. - เม.ย.)
,ลำดับ,มูลค่า,ลำดับ,มูลค่า,ลำดับ,มูลค่า,ลำดับ,มูลค่า,ลำดับ,มูลค่า,,,
รวมทั้งสิ้น,-,"6,888,186.70",-,"7,587,118.41",-,"8,098,098.18",-,"2,584,796.01",-,"3,229,146.44",10.15,6.73,24.93
   หมู่เกาะเติร์กและไกโกส,205,1.30,210,1.68,201,1.20,208,.12,203,.63,29.45,-28.40,410.47
   นอกเขตต่อเนื่องราชอาณาจักร,102,556.03,209,1.75,,,,,204,.29,-99.69,,
   JERSEY,202,1.47,214,.78,212,.44,198,.27,205,.27,-46.83,-43.37,-1.33
   ปาลัว,251,.00,236,.04,209,.51,218,.06,206,.25,"7,050.00","1,090.44",339.01
   แอฟริกากลาง,175,21.41,191,5.23,191,4.61,179,2.86,207,.24,-75.57,-11.85,-91.50
   โซมาเลีย,183,7.58,183,11.82,169,23.81,180,2.67,208,.22,55.99,101.43,-91.76
   SOUTH SUDAN,242,.04,204,2.25,213,.44,239,.00,209,.22,"5,764.75",-80.37,"110,750.00"
   หมู่เกาะฟิตแคร์น,227,.17,223,.27,216,.33,224,.04,210,.17,56.77,23.23,344.04
   หมู่เกาะเคย์แมน,206,1.29,155,67.25,193,3.63,227,.03,211,.14,"5,119.50",-94.61,354.15
   หมู่เกาะคริสต์มาส,249,.01,196,3.63,241,.03,,,212,.21,"47,619.74",-99.05,
   หมู่เกาะเคปเวิร์ด,197,2.93,199,2.92,183,9.01,175,3.28,213,.14,-0.16,208.17,-95.76
   อิรัก,216,.56,200,2.79,89,"1,357.95",65,"1,357.58",214,.14,401.35,"48,633.14",-99.99
   เกาะเซนต์มาร์ติน,244,.02,222,.29,215,.36,210,.11,215,.11,"1,058.63",26.48,2.22
   จิบูตี,223,.27,216,.53,199,1.97,211,.10,216,.10,99.66,270.11,0.00
   ซาฮาร่าตะวันตก,212,.88,241,.02,214,.37,201,.20,217,.09,-98.00,"1,990.91",-54.75
   คีร์กิซสถาน,225,.19,218,.45,232,.12,236,.00,218,.07,141.08,-73.75,"8,787.50"
   ชาด,95,794.15,87,"1,126.61",211,.49,220,.05,219,.07,41.86,-99.96,22.37
   เซาโตเมและปรินซิเป,219,.41,235,.04,218,.30,213,.10,220,.05,-89.24,597.48,-49.80
   เบอร์มิวดา,234,.12,237,.04,224,.21,222,.04,221,.06,-63.87,385.25,52.28
   เซนต์บาร์เธเลมี,199,1.79,205,2.15,204,.80,215,.08,222,.05,20.59,-62.95,-41.98
   มาร์ตินีก,235,.11,231,.08,217,.31,225,.04,223,.09,-24.29,294.84,141.35
   อเมริกันซามัวร์,145,91.89,160,48.70,210,.50,194,.39,224,.05,-47.00,-98.97,-88.11
   กวาเดอลูป,178,12.76,233,.06,236,.08,231,.01,225,.03,-99.55,35.74,246.99
   เอริเทรีย,209,1.01,212,1.49,207,.59,223,.04,226,.14,47.57,-60.44,253.67
   เกาะมาเรียนาเหนือ,231,.14,234,.06,240,.06,219,.05,227,.02,-58.97,6.63,-60.51
   กวม,221,.35,152,74.09,205,.64,193,.41,228,.02,"20,919.46",-99.13,-95.32
   กินี-บิสเซา,187,6.19,249,.00,243,.01,229,.01,229,.01,-100.00,"6,950.00",-20.57
   หมู่เกาะโคโคส,214,.59,219,.43,206,.60,205,.15,230,.03,-27.64,39.29,-83.10
   แซงปิแอร์และมีเกอลง,,,246,.00,246,.01,232,.01,231,.01,,176.19,37.93
   บริติชอินเดียนโอเชียน,211,.91,227,.20,231,.12,230,.01,232,.00,-77.81,-40.62,-62.92
   เลโซโท,222,.35,211,1.68,203,1.01,196,.37,233,.08,379.44,-39.98,-76.98
   ตองกา,226,.18,206,2.10,245,.01,235,.00,234,.00,"1,038.63",-99.49,37.50
   นีอูเอ,232,.12,232,.06,235,.08,217,.06,235,.00,-51.75,34.72,-97.68
   แองกิลลา,127,140.83,163,42.42,239,.06,226,.03,236,.00,-69.88,-99.86,-96.74
   มอนต์เซอร์รัต,239,.07,239,.03,227,.15,209,.12,237,.00,-54.94,390.65,-98.44
   มายอต,243,.03,217,.53,247,.00,237,.00,238,.00,"1,619.93",-99.90,50.00
   เฟรนช์เกียนา,238,.07,243,.01,200,1.69,197,.31,239,.00,-86.01,"16,786.00",-99.84
   เซ็นต์เฮน่า,217,.51,238,.03,220,.27,238,.00,240,.00,-93.11,672.41,-33.33
   คอโมรอส,228,.17,229,.18,230,.12,221,.04,241,.02,10.11,-32.17,-58.26
   ยูเอส ไมเนอร์,215,.56,213,1.31,223,.22,203,.17,242,.00,132.32,-83.51,-99.88
   CURACAO,218,.42,139,129.56,221,.27,212,.10,,.02,"30,887.66",-99.79,-79.90
   ซาอีร์,,,,,233,.10,,,,.07,,,
  ที่มา : ศูนย์เทคโนโลยีสารสนเทศและการสื่อสาร สำนักงานปลัดกระทรวงพาณิชย์ โดยความร่วมมือจากกรมศุลกากร,,,,,,,,,,,,,
